1|06/30/2020|A|21101000024215004000003000000||||||21000|00018|21500400|030000|06/30/2021|Y|||||
1|06/30/2020|A|21101000024215004000004000000||||||21000|00018|21500400|040000|06/30/2021|Y|||||
1|06/30/2020|A|21101000024215004000006000000||||||21000|00018|21500400|060000|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000010322500||||||21000|00018|21500400|103225|06/30/2021|Y|||||
1|06/30/2020|A|21101000024215004000010324100||||||21000|00018|21500400|103241|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000010329000||||||21000|00018|21500400|103290|06/30/2021|Y|||||
1|06/30/2020|A|21101000024215004000010528100||||||21000|00018|21500400|105281|06/30/2021|N|||||
1|06/30/2020|A|21101000024215004000010704000||||||21000|00018|21500400|107040|06/30/2021|N|||||
1|06/30/2020|A|21101000025000000000000000000||||||21000|00019||||N|||||
1|06/30/2020|A|21101000025215005000000050000||||||21000|00019|21500500|000500|06/30/2021|N|||||
1|06/30/2020|A|21101000025215005000000130000||||||21000|00019|21500500|001300|06/30/2021|N|||||
1|06/30/2020|A|21101000025215005000000130800||||||21000|00019|21500500|001308|06/30/2021|N|||||
1|06/30/2020|A|21101000025215005000000150000||||||21000|00019|21500500|001500|06/30/2021|N|||||
1|06/30/2020|A|21101000025215005000000160000||||||21000|00019|21500500|001600|06/30/2021|N|||||
1|06/30/2020|A|21101000025215005000000180000||||||21000|00019|21500500|001800|06/30/2021|N|||||
